,G,p1,p2,post,pre,x
7328,True,0.54,0.43,0,0,0
7329,False,0.54,0.43,1,1,1
7330,False,0.54,0.43,0,0,-1
7331,True,0.54,0.43,0,0,0
7332,False,0.54,0.43,0,0,-1
7333,True,0.54,0.43,0,0,0
7334,False,0.54,0.43,1,1,1
7335,True,0.54,0.43,0,0,0
7336,True,0.54,0.43,0,0,0
7337,True,0.54,0.43,0,0,0
7338,True,0.54,0.43,0,0,0
7339,True,0.54,0.43,0,0,0
7340,True,0.54,0.43,0,0,0
7341,False,0.54,0.43,0,0,-1
7342,True,0.54,0.43,0,0,0
7343,True,0.54,0.43,0,0,0
7344,True,0.54,0.43,0,0,0
7345,True,0.54,0.43,0,0,0
7346,True,0.54,0.43,0,0,0
7347,True,0.54,0.43,0,0,0
7348,True,0.54,0.43,0,0,0
7349,True,0.54,0.43,0,0,0
7350,True,0.54,0.43,0,0,0
7351,True,0.54,0.43,0,0,0
7352,False,0.54,0.43,1,1,1
7353,True,0.54,0.43,0,0,0
7354,False,0.54,0.43,1,1,1
7355,True,0.54,0.43,0,0,0
7356,False,0.54,0.43,1,1,1
7357,True,0.54,0.43,0,0,0
7358,True,0.54,0.43,0,0,0
7359,False,0.54,0.43,0,0,-1
7360,True,0.54,0.43,0,0,0
7361,True,0.54,0.43,0,0,0
7362,False,0.54,0.43,0,0,-1
7363,False,0.54,0.43,1,1,1
7364,True,0.54,0.43,0,0,0
7365,True,0.54,0.43,0,0,0
7366,True,0.54,0.43,0,0,0
7367,True,0.54,0.43,0,0,0
7368,False,0.54,0.43,1,1,1
7369,False,0.54,0.43,0,0,-1
7370,True,0.54,0.43,0,0,0
7371,True,0.54,0.43,0,0,0
7372,False,0.54,0.43,1,1,1
7373,True,0.54,0.43,0,0,0
7374,True,0.54,0.43,0,0,0
7375,True,0.54,0.43,0,0,0
7376,False,0.54,0.43,1,1,1
7377,True,0.54,0.43,0,0,0
7378,True,0.54,0.43,0,0,0
7379,False,0.54,0.43,0,0,-1
7380,True,0.54,0.43,0,0,0
7381,True,0.54,0.43,0,0,0
7382,True,0.54,0.43,0,0,0
7383,False,0.54,0.43,0,0,-1
7384,True,0.54,0.43,0,0,0
7385,False,0.54,0.43,1,1,1
7386,True,0.54,0.43,0,0,0
7387,False,0.54,0.43,0,0,-1
7388,True,0.54,0.43,0,0,0
7389,False,0.54,0.43,0,0,-1
7390,False,0.54,0.43,1,1,1
7391,False,0.54,0.43,1,1,1
7392,True,0.54,0.43,0,0,0
7393,True,0.54,0.43,0,0,0
7394,False,0.54,0.43,1,1,1
7395,False,0.54,0.43,1,1,1
7396,False,0.54,0.43,1,1,1
7397,True,0.54,0.43,0,0,0
7398,True,0.54,0.43,0,0,0
7399,False,0.54,0.43,1,1,1
7400,True,0.54,0.43,0,0,0
7401,False,0.54,0.43,1,1,1
7402,True,0.54,0.43,0,0,0
7403,False,0.54,0.43,1,1,1
7404,True,0.54,0.43,0,0,0
7405,True,0.54,0.43,0,0,0
7406,False,0.54,0.43,0,0,-1
7407,False,0.54,0.43,0,0,-1
7408,False,0.54,0.43,1,1,1
7409,False,0.54,0.43,1,1,1
7410,False,0.54,0.43,1,1,1
7411,True,0.54,0.43,0,0,0
7412,False,0.54,0.43,1,1,1
7413,False,0.54,0.43,0,0,-1
7414,False,0.54,0.43,0,0,-1
7415,False,0.54,0.43,0,0,-1
7416,True,0.54,0.43,0,0,0
7417,True,0.54,0.43,0,0,0
7418,False,0.54,0.43,1,1,1
7419,False,0.54,0.43,0,0,-1
7420,False,0.54,0.43,0,0,-1
7421,True,0.54,0.43,0,0,0
7422,False,0.54,0.43,0,0,-1
7423,False,0.54,0.43,0,0,-1
7424,True,0.54,0.43,0,0,0
7425,False,0.54,0.43,1,1,1
7426,False,0.54,0.43,0,0,-1
7427,False,0.54,0.43,1,1,1
7428,False,0.54,0.43,1,1,1
7429,True,0.54,0.43,0,0,0
7430,True,0.54,0.43,0,0,0
7431,True,0.54,0.43,0,0,0
7432,True,0.54,0.43,0,0,0
7433,True,0.54,0.43,0,0,0
7434,True,0.54,0.43,0,0,0
7435,False,0.54,0.43,1,1,1
7436,True,0.54,0.43,0,0,0
7437,True,0.54,0.43,0,0,0
7438,False,0.54,0.43,1,1,1
7439,False,0.54,0.43,1,1,1
7440,True,0.54,0.43,0,0,0
7441,False,0.54,0.43,0,0,-1
7442,False,0.54,0.43,0,0,-1
7443,False,0.54,0.43,1,1,1
7444,False,0.54,0.43,1,1,1
7445,True,0.54,0.43,0,0,0
7446,False,0.54,0.43,0,0,-1
7447,True,0.54,0.43,0,0,0
7448,True,0.54,0.43,0,0,0
7449,False,0.54,0.43,1,1,1
7450,False,0.54,0.43,1,1,1
7451,False,0.54,0.43,0,0,-1
7452,True,0.54,0.43,0,0,0
7453,True,0.54,0.43,0,0,0
7454,True,0.54,0.43,0,0,0
7455,False,0.54,0.43,1,1,1
7456,False,0.54,0.43,1,1,1
7457,True,0.54,0.43,0,0,0
7458,True,0.54,0.43,0,0,0
7459,True,0.54,0.43,0,0,0
7460,False,0.54,0.43,1,1,1
7461,True,0.54,0.43,0,0,0
7462,True,0.54,0.43,0,0,0
7463,True,0.54,0.43,0,0,0
7464,True,0.54,0.43,0,0,0
7465,True,0.54,0.43,0,0,0
7466,False,0.54,0.43,1,1,1
7467,False,0.54,0.43,1,1,1
7468,False,0.54,0.43,1,1,1
7469,False,0.54,0.43,1,1,1
7470,False,0.54,0.43,0,0,-1
7471,False,0.54,0.43,0,0,-1
7472,True,0.54,0.43,0,0,0
7473,False,0.54,0.43,1,1,1
7474,False,0.54,0.43,0,0,-1
7475,True,0.54,0.43,0,0,0
7476,True,0.54,0.43,0,0,0
7477,False,0.54,0.43,1,1,1
7478,True,0.54,0.43,0,0,0
7479,False,0.54,0.43,0,0,-1
7480,True,0.54,0.43,0,0,0
7481,True,0.54,0.43,0,0,0
7482,True,0.54,0.43,0,0,0
7483,False,0.54,0.43,1,1,1
7484,False,0.54,0.43,1,1,1
7485,False,0.54,0.43,1,1,1
7486,True,0.54,0.43,0,0,0
7487,True,0.54,0.43,0,0,0
7488,True,0.54,0.43,0,0,0
7489,True,0.54,0.43,0,0,0
7490,True,0.54,0.43,0,0,0
7491,True,0.54,0.43,0,0,0
7492,True,0.54,0.43,0,0,0
7493,True,0.54,0.43,0,0,0
7494,False,0.54,0.43,0,0,-1
7495,False,0.54,0.43,1,1,1
7496,True,0.54,0.43,0,0,0
7497,True,0.54,0.43,0,0,0
7498,True,0.54,0.43,0,0,0
7499,True,0.54,0.43,0,0,0
7500,False,0.76,0.86,0,0,-1
7501,True,0.76,0.86,0,0,0
7502,True,0.76,0.86,0,0,0
7503,True,0.76,0.86,0,0,0
7504,True,0.76,0.86,0,0,0
7505,True,0.76,0.86,0,0,0
7506,True,0.76,0.86,0,0,0
7507,True,0.76,0.86,0,0,0
7508,True,0.76,0.86,0,0,0
7509,True,0.76,0.86,0,0,0
7510,True,0.76,0.86,0,0,0
7511,False,0.76,0.86,0,0,-1
7512,True,0.76,0.86,0,0,0
7513,True,0.76,0.86,0,0,0
7514,True,0.76,0.86,0,0,0
7515,True,0.76,0.86,0,0,0
7516,False,0.76,0.86,0,0,-1
7517,True,0.76,0.86,0,0,0
7518,True,0.76,0.86,0,0,0
7519,True,0.76,0.86,0,0,0
7520,True,0.76,0.86,0,0,0
7521,True,0.76,0.86,0,0,0
7522,True,0.76,0.86,0,0,0
7523,True,0.76,0.86,0,0,0
7524,False,0.76,0.86,0,0,-1
7525,True,0.76,0.86,0,0,0
7526,False,0.76,0.86,1,1,1
7527,True,0.76,0.86,0,0,0
7528,True,0.76,0.86,0,0,0
7529,False,0.76,0.86,0,0,-1
7530,True,0.76,0.86,0,0,0
7531,True,0.76,0.86,0,0,0
7532,True,0.76,0.86,0,0,0
7533,True,0.76,0.86,0,0,0
7534,True,0.76,0.86,0,0,0
7535,False,0.76,0.86,1,1,1
7536,True,0.76,0.86,0,0,0
7537,True,0.76,0.86,0,0,0
7538,False,0.76,0.86,0,0,-1
7539,True,0.76,0.86,0,0,0
7540,True,0.76,0.86,0,0,0
7541,True,0.76,0.86,0,0,0
7542,False,0.76,0.86,0,0,-1
7543,True,0.76,0.86,0,0,0
7544,True,0.76,0.86,0,0,0
7545,True,0.76,0.86,0,0,0
7546,True,0.76,0.86,0,0,0
7547,True,0.76,0.86,0,0,0
7548,False,0.76,0.86,0,0,-1
7549,True,0.76,0.86,0,0,0
7550,True,0.76,0.86,0,0,0
7551,True,0.76,0.86,0,0,0
7552,False,0.76,0.86,0,0,-1
7553,True,0.76,0.86,0,0,0
7554,True,0.76,0.86,0,0,0
7555,True,0.76,0.86,0,0,0
7556,True,0.76,0.86,0,0,0
7557,True,0.76,0.86,0,0,0
7558,True,0.76,0.86,0,0,0
7559,False,0.76,0.86,1,1,1
7560,True,0.76,0.86,0,0,0
7561,True,0.76,0.86,0,0,0
7562,True,0.76,0.86,0,0,0
7563,True,0.76,0.86,0,0,0
7564,True,0.76,0.86,0,0,0
7565,True,0.76,0.86,0,0,0
7566,False,0.76,0.86,1,1,1
7567,True,0.76,0.86,0,0,0
7568,True,0.76,0.86,0,0,0
7569,False,0.76,0.86,0,0,-1
7570,True,0.76,0.86,0,0,0
7571,True,0.76,0.86,0,0,0
7572,True,0.76,0.86,0,0,0
7573,False,0.76,0.86,0,0,-1
7574,True,0.76,0.86,0,0,0
7575,True,0.76,0.86,0,0,0
7576,False,0.76,0.86,1,1,1
7577,True,0.76,0.86,0,0,0
7578,False,0.76,0.86,0,0,-1
7579,True,0.76,0.86,0,0,0
7580,True,0.76,0.86,0,0,0
7581,True,0.76,0.86,0,0,0
7582,False,0.76,0.86,0,0,-1
7583,True,0.76,0.86,0,0,0
7584,False,0.76,0.86,1,1,1
7585,True,0.76,0.86,0,0,0
7586,True,0.76,0.86,0,0,0
7587,False,0.76,0.86,0,0,-1
7588,True,0.76,0.86,0,0,0
7589,True,0.76,0.86,0,0,0
7590,True,0.76,0.86,0,0,0
7591,True,0.76,0.86,0,0,0
7592,True,0.76,0.86,0,0,0
7593,True,0.76,0.86,0,0,0
7594,True,0.76,0.86,0,0,0
7595,True,0.76,0.86,0,0,0
7596,True,0.76,0.86,0,0,0
7597,True,0.76,0.86,0,0,0
7598,True,0.76,0.86,0,0,0
7599,True,0.76,0.86,0,0,0
7600,True,0.76,0.86,0,0,0
7601,True,0.76,0.86,0,0,0
7602,True,0.76,0.86,0,0,0
7603,True,0.76,0.86,0,0,0
7604,True,0.76,0.86,0,0,0
7605,True,0.76,0.86,0,0,0
7606,True,0.76,0.86,0,0,0
7607,True,0.76,0.86,0,0,0
7608,False,0.76,0.86,0,0,-1
7609,False,0.76,0.86,0,0,-1
7610,True,0.76,0.86,0,0,0
7611,True,0.76,0.86,0,0,0
7612,True,0.76,0.86,0,0,0
7613,False,0.76,0.86,1,1,1
7614,True,0.76,0.86,0,0,0
7615,True,0.76,0.86,0,0,0
7616,True,0.76,0.86,0,0,0
7617,True,0.76,0.86,0,0,0
7618,True,0.76,0.86,0,0,0
7619,True,0.76,0.86,0,0,0
7620,True,0.76,0.86,0,0,0
7621,True,0.76,0.86,0,0,0
7622,True,0.76,0.86,0,0,0
7623,True,0.76,0.86,0,0,0
7624,True,0.76,0.86,0,0,0
7625,True,0.76,0.86,0,0,0
7626,True,0.76,0.86,0,0,0
7627,False,0.76,0.86,0,0,-1
7628,True,0.76,0.86,0,0,0
7629,True,0.76,0.86,0,0,0
7630,True,0.76,0.86,0,0,0
7631,True,0.76,0.86,0,0,0
7632,True,0.76,0.86,0,0,0
7633,False,0.76,0.86,0,0,-1
7634,True,0.76,0.86,0,0,0
7635,True,0.76,0.86,0,0,0
7636,False,0.76,0.86,0,0,-1
7637,True,0.76,0.86,0,0,0
7638,True,0.76,0.86,0,0,0
7639,True,0.76,0.86,0,0,0
7640,True,0.76,0.86,0,0,0
7641,True,0.76,0.86,0,0,0
7642,False,0.76,0.86,1,1,1
7643,True,0.76,0.86,0,0,0
7644,False,0.76,0.86,0,0,-1
7645,True,0.76,0.86,0,0,0
7646,True,0.76,0.86,0,0,0
7647,True,0.76,0.86,0,0,0
7648,True,0.76,0.86,0,0,0
7649,True,0.76,0.86,0,0,0
7650,True,0.76,0.86,0,0,0
7651,True,0.76,0.86,0,0,0
7652,False,0.76,0.86,0,0,-1
7653,True,0.76,0.86,0,0,0
7654,True,0.76,0.86,0,0,0
7655,True,0.76,0.86,0,0,0
7656,False,0.76,0.86,0,0,-1
7657,True,0.76,0.86,0,0,0
7658,False,0.76,0.86,0,0,-1
7659,False,0.76,0.86,0,0,-1
7660,True,0.76,0.86,0,0,0
7661,True,0.76,0.86,0,0,0
7662,True,0.76,0.86,0,0,0
7663,True,0.76,0.86,0,0,0
7664,True,0.76,0.86,0,0,0
7665,False,0.76,0.86,0,0,-1
7666,True,0.76,0.86,0,0,0
7667,False,0.76,0.86,0,0,-1
7668,True,0.76,0.86,0,0,0
7669,False,0.76,0.86,1,1,1
7670,False,0.76,0.86,1,1,1
7671,True,0.76,0.86,0,0,0
7672,False,0.76,0.86,1,1,1
7673,False,0.76,0.86,0,0,-1
7674,True,0.76,0.86,0,0,0
7675,True,0.76,0.86,0,0,0
7676,False,0.76,0.86,0,0,-1
7677,True,0.76,0.86,0,0,0
7678,True,0.76,0.86,0,0,0
7679,True,0.76,0.86,0,0,0
7680,False,0.76,0.86,0,0,-1
7681,True,0.76,0.86,0,0,0
7682,True,0.76,0.86,0,0,0
7683,True,0.76,0.86,0,0,0
7684,True,0.76,0.86,0,0,0
7685,False,0.76,0.86,0,0,-1
7686,True,0.76,0.86,0,0,0
7687,True,0.76,0.86,0,0,0
7688,False,0.76,0.86,0,0,-1
7689,True,0.76,0.86,0,0,0
7690,True,0.76,0.86,0,0,0
7691,False,0.76,0.86,0,0,-1
7692,True,0.76,0.86,0,0,0
7693,True,0.76,0.86,0,0,0
7694,True,0.76,0.86,0,0,0
7695,True,0.76,0.86,0,0,0
7696,False,0.76,0.86,0,0,-1
7697,True,0.76,0.86,0,0,0
7698,False,0.76,0.86,0,0,-1
7699,True,0.76,0.86,0,0,0
7700,False,0.76,0.86,0,0,-1
7701,True,0.76,0.86,0,0,0
7702,True,0.76,0.86,0,0,0
7703,True,0.76,0.86,0,0,0
7704,True,0.76,0.86,0,0,0
7705,False,0.76,0.86,0,0,-1
7706,True,0.76,0.86,0,0,0
7707,True,0.76,0.86,0,0,0
7708,True,0.76,0.86,0,0,0
7709,False,0.76,0.86,0,0,-1
7710,True,0.76,0.86,0,0,0
7711,True,0.76,0.86,0,0,0
7712,True,0.76,0.86,0,0,0
7713,False,0.76,0.86,0,0,-1
7714,True,0.76,0.86,0,0,0
7715,True,0.76,0.86,0,0,0
7716,True,0.76,0.86,0,0,0
7717,True,0.76,0.86,0,0,0
7718,True,0.76,0.86,0,0,0
7719,True,0.76,0.86,0,0,0
7720,False,0.76,0.86,0,0,-1
7721,True,0.76,0.86,0,0,0
7722,True,0.76,0.86,0,0,0
7723,True,0.76,0.86,0,0,0
7724,True,0.76,0.86,0,0,0
7725,True,0.76,0.86,0,0,0
7726,False,0.76,0.86,0,0,-1
7727,True,0.76,0.86,0,0,0
7728,True,0.76,0.86,0,0,0
7729,False,0.76,0.86,0,0,-1
7730,True,0.76,0.86,0,0,0
7731,True,0.76,0.86,0,0,0
7732,False,0.76,0.86,1,1,1
7733,False,0.76,0.86,0,0,-1
7734,True,0.76,0.86,0,0,0
7735,False,0.76,0.86,0,0,-1
7736,True,0.76,0.86,0,0,0
7737,True,0.76,0.86,0,0,0
7738,True,0.76,0.86,0,0,0
7739,True,0.76,0.86,0,0,0
7740,True,0.76,0.86,0,0,0
7741,False,0.76,0.86,0,0,-1
7742,True,0.76,0.86,0,0,0
7743,True,0.76,0.86,0,0,0
7744,True,0.76,0.86,0,0,0
7745,True,0.76,0.86,0,0,0
7746,False,0.76,0.86,0,0,-1
7747,True,0.76,0.86,0,0,0
7748,True,0.76,0.86,0,0,0
7749,True,0.76,0.86,0,0,0
7750,False,0.76,0.86,0,0,-1
7751,True,0.76,0.86,0,0,0
7752,True,0.76,0.86,0,0,0
7753,False,0.76,0.86,0,0,-1
7754,True,0.76,0.86,0,0,0
7755,False,0.76,0.86,0,0,-1
7756,True,0.76,0.86,0,0,0
7757,True,0.76,0.86,0,0,0
7758,True,0.76,0.86,0,0,0
7759,True,0.76,0.86,0,0,0
7760,True,0.76,0.86,0,0,0
7761,False,0.76,0.86,0,0,-1
7762,True,0.76,0.86,0,0,0
7763,True,0.76,0.86,0,0,0
7764,False,0.76,0.86,0,0,-1
7765,True,0.76,0.86,0,0,0
7766,False,0.76,0.86,0,0,-1
7767,True,0.76,0.86,0,0,0
7768,True,0.76,0.86,0,0,0
7769,True,0.76,0.86,0,0,0
7770,True,0.76,0.86,0,0,0
7771,True,0.76,0.86,0,0,0
7772,True,0.76,0.86,0,0,0
7773,True,0.76,0.86,0,0,0
7774,False,0.76,0.86,0,0,-1
7775,True,0.76,0.86,0,0,0
7776,False,0.76,0.86,0,0,-1
7777,True,0.76,0.86,0,0,0
7778,True,0.76,0.86,0,0,0
7779,False,0.76,0.86,0,0,-1
7780,True,0.76,0.86,0,0,0
7781,True,0.76,0.86,0,0,0
7782,False,0.76,0.86,0,0,-1
7783,True,0.76,0.86,0,0,0
7784,True,0.76,0.86,0,0,0
7785,False,0.76,0.86,0,0,-1
7786,True,0.76,0.86,0,0,0
7787,True,0.76,0.86,0,0,0
7788,True,0.76,0.86,0,0,0
7789,True,0.76,0.86,0,0,0
7790,True,0.76,0.86,0,0,0
7791,True,0.76,0.86,0,0,0
7792,True,0.76,0.86,0,0,0
7793,True,0.76,0.86,0,0,0
7794,True,0.76,0.86,0,0,0
7795,True,0.76,0.86,0,0,0
7796,True,0.76,0.86,0,0,0
7797,True,0.76,0.86,0,0,0
7798,True,0.76,0.86,0,0,0
7799,True,0.76,0.86,0,0,0
7800,True,0.76,0.86,0,0,0
7801,True,0.76,0.86,0,0,0
7802,False,0.76,0.86,0,0,-1
7803,False,0.76,0.86,0,0,-1
7804,True,0.76,0.86,0,0,0
7805,True,0.76,0.86,0,0,0
7806,True,0.76,0.86,0,0,0
7807,True,0.76,0.86,0,0,0
7808,True,0.76,0.86,0,0,0
7809,True,0.76,0.86,0,0,0
7810,True,0.76,0.86,0,0,0
7811,False,0.76,0.86,0,0,-1
7812,True,0.76,0.86,0,0,0
7813,True,0.76,0.86,0,0,0
7814,True,0.76,0.86,0,0,0
7815,True,0.76,0.86,0,0,0
7816,True,0.76,0.86,0,0,0
7817,False,0.76,0.86,0,0,-1
7818,False,0.76,0.86,0,0,-1
7819,True,0.76,0.86,0,0,0
7820,True,0.76,0.86,0,0,0
7821,True,0.76,0.86,0,0,0
7822,True,0.76,0.86,0,0,0
7823,False,0.76,0.86,0,0,-1
7824,True,0.76,0.86,0,0,0
7825,True,0.76,0.86,0,0,0
7826,True,0.76,0.86,0,0,0
7827,False,0.76,0.86,1,1,1
7828,True,0.76,0.86,0,0,0
7829,True,0.76,0.86,0,0,0
7830,True,0.76,0.86,0,0,0
7831,False,0.76,0.86,0,0,-1
7832,True,0.76,0.86,0,0,0
7833,True,0.76,0.86,0,0,0
7834,True,0.76,0.86,0,0,0
7835,False,0.76,0.86,0,0,-1
7836,True,0.76,0.86,0,0,0
7837,True,0.76,0.86,0,0,0
7838,False,0.76,0.86,0,0,-1
7839,True,0.76,0.86,0,0,0
7840,True,0.76,0.86,0,0,0
7841,True,0.76,0.86,0,0,0
7842,True,0.76,0.86,0,0,0
7843,True,0.76,0.86,0,0,0
7844,False,0.76,0.86,0,0,-1
7845,True,0.76,0.86,0,0,0
7846,False,0.76,0.86,1,1,1
7847,True,0.76,0.86,0,0,0
7848,False,0.76,0.86,0,0,-1
7849,True,0.76,0.86,0,0,0
7850,True,0.76,0.86,0,0,0
7851,True,0.76,0.86,0,0,0
7852,True,0.76,0.86,0,0,0
7853,True,0.76,0.86,0,0,0
7854,True,0.76,0.86,0,0,0
7855,False,0.76,0.86,0,0,-1
7856,True,0.76,0.86,0,0,0
7857,True,0.76,0.86,0,0,0
7858,True,0.76,0.86,0,0,0
7859,True,0.76,0.86,0,0,0
7860,False,0.76,0.86,0,0,-1
7861,True,0.76,0.86,0,0,0
7862,True,0.76,0.86,0,0,0
7863,False,0.76,0.86,0,0,-1
7864,True,0.76,0.86,0,0,0
7865,True,0.76,0.86,0,0,0
7866,True,0.76,0.86,0,0,0
7867,False,0.76,0.86,0,0,-1
7868,True,0.76,0.86,0,0,0
7869,True,0.76,0.86,0,0,0
7870,True,0.76,0.86,0,0,0
7871,True,0.76,0.86,0,0,0
7872,True,0.76,0.86,0,0,0
7873,True,0.76,0.86,0,0,0
7874,True,0.76,0.86,0,0,0
7875,True,0.76,0.86,0,0,0
7876,True,0.76,0.86,0,0,0
7877,True,0.76,0.86,0,0,0
7878,False,0.76,0.86,0,0,-1
7879,True,0.76,0.86,0,0,0
7880,True,0.76,0.86,0,0,0
7881,True,0.76,0.86,0,0,0
7882,False,0.76,0.86,0,0,-1
7883,True,0.76,0.86,0,0,0
7884,True,0.76,0.86,0,0,0
7885,False,0.76,0.86,0,0,-1
7886,True,0.76,0.86,0,0,0
7887,True,0.76,0.86,0,0,0
7888,True,0.76,0.86,0,0,0
7889,True,0.76,0.86,0,0,0
7890,True,0.76,0.86,0,0,0
7891,True,0.76,0.86,0,0,0
7892,True,0.76,0.86,0,0,0
7893,True,0.76,0.86,0,0,0
7894,True,0.76,0.86,0,0,0
7895,True,0.76,0.86,0,0,0
7896,True,0.76,0.86,0,0,0
7897,False,0.76,0.86,0,0,-1
7898,False,0.76,0.86,0,0,-1
7899,True,0.76,0.86,0,0,0
7900,True,0.76,0.86,0,0,0
7901,True,0.76,0.86,0,0,0
7902,True,0.76,0.86,0,0,0
7903,True,0.76,0.86,0,0,0
7904,False,0.76,0.86,0,0,-1
7905,True,0.76,0.86,0,0,0
7906,True,0.76,0.86,0,0,0
7907,False,0.76,0.86,1,1,1
7908,True,0.76,0.86,0,0,0
7909,False,0.76,0.86,0,0,-1
7910,True,0.76,0.86,0,0,0
7911,True,0.76,0.86,0,0,0
7912,True,0.76,0.86,0,0,0
7913,True,0.76,0.86,0,0,0
7914,True,0.76,0.86,0,0,0
7915,True,0.76,0.86,0,0,0
7916,False,0.76,0.86,0,0,-1
7917,True,0.76,0.86,0,0,0
7918,True,0.76,0.86,0,0,0
7919,False,0.76,0.86,1,1,1
7920,False,0.76,0.86,0,0,-1
7921,True,0.76,0.86,0,0,0
7922,True,0.76,0.86,0,0,0
7923,True,0.76,0.86,0,0,0
7924,True,0.76,0.86,0,0,0
7925,True,0.76,0.86,0,0,0
7926,True,0.76,0.86,0,0,0
7927,True,0.76,0.86,0,0,0
7928,True,0.76,0.86,0,0,0
7929,True,0.76,0.86,0,0,0
7930,True,0.76,0.86,0,0,0
7931,True,0.76,0.86,0,0,0
7932,True,0.76,0.86,0,0,0
7933,False,0.76,0.86,1,1,1
7934,True,0.76,0.86,0,0,0
7935,True,0.76,0.86,0,0,0
7936,True,0.76,0.86,0,0,0
7937,True,0.76,0.86,0,0,0
7938,True,0.76,0.86,0,0,0
7939,True,0.76,0.86,0,0,0
7940,True,0.76,0.86,0,0,0
7941,True,0.76,0.86,0,0,0
7942,True,0.76,0.86,0,0,0
7943,True,0.76,0.86,0,0,0
7944,True,0.76,0.86,0,0,0
7945,True,0.76,0.86,0,0,0
7946,False,0.76,0.86,1,1,1
7947,True,0.76,0.86,0,0,0
7948,True,0.76,0.86,0,0,0
7949,True,0.76,0.86,0,0,0
7950,False,0.76,0.86,0,0,-1
7951,True,0.76,0.86,0,0,0
7952,True,0.76,0.86,0,0,0
7953,True,0.76,0.86,0,0,0
7954,True,0.76,0.86,0,0,0
7955,True,0.76,0.86,0,0,0
7956,True,0.76,0.86,0,0,0
7957,False,0.76,0.86,0,0,-1
7958,True,0.76,0.86,0,0,0
7959,False,0.76,0.86,0,0,-1
7960,True,0.76,0.86,0,0,0
7961,True,0.76,0.86,0,0,0
7962,True,0.76,0.86,0,0,0
7963,False,0.76,0.86,1,1,1
7964,False,0.76,0.86,0,0,-1
7965,False,0.76,0.86,0,0,-1
7966,True,0.76,0.86,0,0,0
7967,True,0.76,0.86,0,0,0
7968,False,0.76,0.86,0,0,-1
7969,True,0.76,0.86,0,0,0
7970,False,0.76,0.86,0,0,-1
7971,True,0.76,0.86,0,0,0
7972,True,0.76,0.86,0,0,0
7973,True,0.76,0.86,0,0,0
7974,True,0.76,0.86,0,0,0
7975,True,0.76,0.86,0,0,0
7976,True,0.76,0.86,0,0,0
7977,True,0.76,0.86,0,0,0
7978,True,0.76,0.86,0,0,0
7979,False,0.76,0.86,0,0,-1
7980,True,0.76,0.86,0,0,0
7981,True,0.76,0.86,0,0,0
7982,True,0.76,0.86,0,0,0
7983,True,0.76,0.86,0,0,0
7984,True,0.76,0.86,0,0,0
7985,True,0.76,0.86,0,0,0
7986,True,0.76,0.86,0,0,0
7987,True,0.76,0.86,0,0,0
7988,True,0.76,0.86,0,0,0
7989,True,0.76,0.86,0,0,0
7990,True,0.76,0.86,0,0,0
7991,True,0.76,0.86,0,0,0
7992,True,0.76,0.86,0,0,0
7993,True,0.76,0.86,0,0,0
7994,True,0.76,0.86,0,0,0
7995,False,0.76,0.86,0,0,-1
7996,True,0.76,0.86,0,0,0
7997,True,0.76,0.86,0,0,0
7998,False,0.76,0.86,0,0,-1
7999,True,0.76,0.86,0,0,0
8000,True,0.57,0.32,0,0,0
8001,True,0.57,0.32,0,0,0
8002,True,0.57,0.32,0,0,0
8003,True,0.57,0.32,0,0,0
8004,True,0.57,0.32,0,0,0
8005,False,0.57,0.32,0,0,-1
8006,True,0.57,0.32,0,0,0
8007,True,0.57,0.32,0,0,0
8008,True,0.57,0.32,0,0,0
8009,True,0.57,0.32,0,0,0
8010,True,0.57,0.32,0,0,0
8011,True,0.57,0.32,0,0,0
8012,True,0.57,0.32,0,0,0
8013,True,0.57,0.32,0,0,0
8014,False,0.57,0.32,1,1,1
8015,True,0.57,0.32,0,0,0
8016,True,0.57,0.32,0,0,0
8017,True,0.57,0.32,0,0,0
8018,False,0.57,0.32,1,1,1
8019,False,0.57,0.32,1,1,1
8020,False,0.57,0.32,1,1,1
8021,True,0.57,0.32,0,0,0
8022,True,0.57,0.32,0,0,0
8023,True,0.57,0.32,0,0,0
8024,False,0.57,0.32,0,0,-1
8025,True,0.57,0.32,0,0,0
8026,False,0.57,0.32,0,0,-1
8027,True,0.57,0.32,0,0,0
8028,True,0.57,0.32,0,0,0
8029,False,0.57,0.32,0,0,-1
8030,False,0.57,0.32,1,1,1
8031,False,0.57,0.32,1,1,1
8032,True,0.57,0.32,0,0,0
8033,True,0.57,0.32,0,0,0
8034,False,0.57,0.32,1,1,1
8035,True,0.57,0.32,0,0,0
8036,False,0.57,0.32,1,1,1
8037,True,0.57,0.32,0,0,0
8038,True,0.57,0.32,0,0,0
8039,True,0.57,0.32,0,0,0
8040,True,0.57,0.32,0,0,0
8041,False,0.57,0.32,0,0,-1
8042,True,0.57,0.32,0,0,0
8043,True,0.57,0.32,0,0,0
8044,True,0.57,0.32,0,0,0
8045,False,0.57,0.32,1,1,1
8046,False,0.57,0.32,1,1,1
8047,True,0.57,0.32,0,0,0
8048,False,0.57,0.32,1,1,1
8049,False,0.57,0.32,1,1,1
8050,True,0.57,0.32,0,0,0
8051,False,0.57,0.32,1,1,1
8052,False,0.57,0.32,1,1,1
8053,True,0.57,0.32,0,0,0
8054,False,0.57,0.32,1,1,1
8055,False,0.57,0.32,1,1,1
8056,False,0.57,0.32,1,1,1
